EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
374,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,C,M,"Total stem biomass",,,Mg,"DBH",19.300,121.600,cm,"","",,,"",,,,"ln(BST) = -9.18035 + 2.3938 * ln(DBH)                                  and density = 0.420 g/cc",41,0.981,0.026622,0.163163
375,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,C,M,"Stem wood biomass",,,Mg,"DBH",27.500,73.400,cm,"","",,,"",,,,"ln(BSW) = -10.2711 + 2.1130 * ln(DBH)                                  and density = 0.421 g/cc",31,0.884,0.037644,0.194019
376,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,C,M,"Stem bark biomass",,,Mg,"DBH",27.500,73.400,cm,"","",,,"",,,,"ln(BSB) = -8.39698 + 1.5855 * ln(DBH)                                  and density = 0.415 g/cc",31,0.589,0.113517,0.336922
377,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,C,M,"Total stem biomass",,,Mg,"DBH",27.500,73.400,cm,"","",,,"",,,,"ln(BST) = -7.71884 + 2.0696 * ln(DBH)                                  and density = 0.420 g/cc",31,0.878,0.038428,0.196032
378,T,"ABCO","Abies concolor","White Fir",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",14.400,158.400,cm,"","",,,"",,,,"ln(BSW) = -11.2643 + 2.7856 * ln(DBH)                                  and density = 0.365 g/cc",56,0.973,0.059506,0.243938
379,T,"ABCO","Abies concolor","White Fir",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",14.400,158.400,cm,"","",,,"",,,,"ln(BSB) = -11.7086 + 2.7271 * ln(DBH)                                  and density = 0.590 g/cc",56,0.944,0.123883,0.351970
380,T,"ABCO","Abies concolor","White Fir",BST,S,O,"Total stem biomass",,,Mg,"DBH",14.400,158.400,cm,"","",,,"",,,,"ln(BST) = -10.8036 + 2.7727 * ln(DBH)                                  and density = 0.419 g/cc",56,0.977,0.050556,0.224846
381,T,"ABMA","Abies magnifica","California Red Fir",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",18.800,143.200,cm,"","",,,"",,,,"ln(BSW) = -11.1691 + 2.7621 * ln(DBH)                                  and density = 0.357 g/cc",31,0.984,0.036073,0.189928
382,T,"ABMA","Abies magnifica","California Red Fir",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",18.800,143.200,cm,"","",,,"",,,,"ln(BSB) = -12.3441 + 2.8421 * ln(DBH)                                  and density = 0.550 g/cc",31,0.957,0.108787,0.329829
383,T,"ABMA","Abies magnifica","California Red Fir",BST,S,O,"Total stem biomass",,,Mg,"DBH",18.800,143.200,cm,"","",,,"",,,,"ln(BST) = -10.7955 + 2.7590 * ln(DBH)                                  and density = 0.399 g/cc",31,0.987,0.029777,0.172561
384,T,"CADE","Calocedrus decurrens","Incense Cedar",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",25.000,143.900,cm,"","",,,"",,,,"ln(BSW) = -11.8235 + 2.7334 * ln(DBH)                                  and density = 0.320 g/cc",25,0.960,0.089947,0.299911
385,T,"CADE","Calocedrus decurrens","Incense Cedar",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",25.000,143.900,cm,"","",,,"",,,,"ln(BSB) = -13.3146 + 2.8594 * ln(DBH)                                  and density = 0.250 g/cc",25,0.948,0.125386,0.354099
386,T,"CADE","Calocedrus decurrens","Incense Cedar",BST,S,O,"Total stem biomass",,,Mg,"DBH",25.000,143.900,cm,"","",,,"",,,,"ln(BST) = -11.7031 + 2.7818 * ln(DBH)                                  and density = 0.297 g/cc",25,0.979,0.046456,0.215537
387,T,"PIJE","Pinus jefferyi","Jeffrey Pine",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",22.400,133.100,cm,"","",,,"",,,,"ln(BSW) = -12.5067 + 3.0037 * ln(DBH)                                  and density = 0.380 g/cc",21,0.975,0.050166,0.223977
388,T,"PIJE","Pinus jefferyi","Jeffrey Pine",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",22.400,133.100,cm,"","",,,"",,,,"ln(BSB) = -13.0682 + 2.8858 * ln(DBH)                                  and density = 0.345 g/cc",21,0.961,0.073050,0.270277
389,T,"PIJE","Pinus jefferyi","Jeffrey Pine",BST,S,O,"Total stem biomass",,,Mg,"DBH",22.400,133.100,cm,"","",,,"",,,,"ln(BST) = -11.9976 + 2.9520 * ln(DBH)                                  and density = 0.370 g/cc",21,0.978,0.041957,0.204834
390,T,"PILA","Pinus lambertiana","Sugar Pine",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",15.700,179.600,cm,"","",,,"",,,,"ln(BSW) = -11.36 + 2.777 * ln(DBH)                                     and density = 0.342 g/cc",60,0.974,0.076132,0.275921
391,T,"PILA","Pinus lambertiana","Sugar Pine",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",15.700,179.600,cm,"","",,,"",,,,"ln(BSB) = -11.6323 + 2.6610 * ln(DBH)                                  and density = 0.560 g/cc",60,0.933,0.191529,0.437641
392,T,"PILA","Pinus lambertiana","Sugar Pine",BST,S,O,"Total stem biomass",,,Mg,"DBH",15.700,179.600,cm,"","",,,"",,,,"ln(BST) = -10.5864 + 2.6863 * ln(DBH)                                  and density = 0.396 g/cc",60,0.986,0.037447,0.193513
393,T,"SEGI","Sequoiadendron giganteum","Giant Sequoia",BSW,S,O,"Stem wood biomass",,,Mg,"DBH",96.800,614.300,cm,"","",,,"",,,,"ln(BSW) = -11.0174 + 2.5907 * ln(DBH)                                  and density = 0.340 g/cc",45,0.955,0.066289,0.257467
394,T,"SEGI","Sequoiadendron giganteum","Giant Sequoia",BSB,S,O,"Stem bark biomass",,,Mg,"DBH",96.800,614.300,cm,"","",,,"",,,,"ln(BSB) = -6.62582 + 1.5837 * ln(DBH)                                  and density = 0.430 g/cc",45,0.723,0.204030,0.451697
395,T,"SEGI","Sequoiadendron giganteum","Giant Sequoia",BST,S,O,"Total stem biomass",,,Mg,"DBH",96.800,614.300,cm,"","",,,"",,,,"ln(BST) = -9.68878 + 2.4019 * ln(DBH)                                  and density = 0.358 g/cc",45,0.950,0.064741,0.254442
396,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSW,W,O,"Stem wood biomass",,,Mg,"DBH",15.600,68.700,cm,"","",,,"",,,,"ln(BSW) = -9.79725 + 2.3891 * ln(DBH)                                  and density = 0.319 g/cc",21,0.972,0.028989,0.170261
397,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSB,W,O,"Stem bark biomass",,,Mg,"DBH",15.600,68.700,cm,"","",,,"",,,,"ln(BSB) = -11.5622 + 2.3149 * ln(DBH)                                  and density = 0.570 g/cc",21,0.883,0.123507,0.351435
398,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BST,W,O,"Total stem biomass",,,Mg,"DBH",15.600,68.700,cm,"","",,,"",,,,"ln(BST) = -9.64298 + 2.3809 * ln(DBH)                                  and density = 0.337 g/cc",21,0.970,0.030565,0.174829
399,T,"THPL","Thuja plicata","Western Redcedar",BSW,W,O,"Stem wood biomass",,,Mg,"DBH",11.800,168.500,cm,"","",,,"",,,,"ln(BSW) = -9.95286 + 2.4454 * ln(DBH)                                  and density = 0.312 g/cc",52,0.978,0.050946,0.225711
400,T,"THPL","Thuja plicata","Western Redcedar",BSB,W,O,"Stem bark biomass",,,Mg,"DBH",11.800,168.500,cm,"","",,,"",,,,"ln(BSB) = -11.4301 + 2.1987 * ln(DBH)                                  and density = 0.333 g/cc",52,0.815,0.415816,0.644838
401,T,"THPL","Thuja plicata","Western Redcedar",BST,W,O,"Total stem biomass",,,Mg,"DBH",11.800,168.500,cm,"","",,,"",,,,"ln(BST) = -9.77605 + 2.4206 * ln(DBH)                                  and density = 0.313 g/cc",52,0.979,0.048605,0.220464
402,T,"PISI","Picea sitchensis","Sitka Spruce",BSW,C,Y,"Stem wood biomass",,,Mg,"DBH",24.300,41.500,cm,"","",,,"",,,,"ln(BSW) = -8.38199 + 2.0004 * ln(DBH)                                  and density = 0.360 g/cc",14,0.876,0.014150,0.118953
403,T,"PISI","Picea sitchensis","Sitka Spruce",BSB,C,Y,"Stem bark biomass",,,Mg,"DBH",24.300,41.500,cm,"","",,,"",,,,"ln(BSB) = -11.1031 + 2.1245 * ln(DBH)                                  and density = 0.538 g/cc",14,0.661,0.058146,0.241136
404,T,"PISI","Picea sitchensis","Sitka Spruce",BST,C,Y,"Total stem biomass",,,Mg,"DBH",24.300,41.500,cm,"","",,,"",,,,"ln(BST) = -8.33198 + 2.0120 * ln(DBH)                                  and density = 0.369 g/cc",14,0.874,0.014746,0.121431
405,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,C,Y,"Stem wood biomass",,,Mg,"DBH",25.600,45.700,cm,"","",,,"",,,,"ln(BSW) = -7.75229 + 1.9237 * ln(DBH)                                  and density = 0.421 g/cc",25,0.845,0.017126,0.130868
406,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,C,Y,"Stem bark biomass",,,Mg,"DBH",25.600,45.700,cm,"","",,,"",,,,"ln(BSB) = -8.19929 + 1.3129 * ln(DBH)                                  and density = 0.415 g/cc",25,0.287,0.108219,0.328966
407,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,C,Y,"Total stem biomass",,,Mg,"DBH",25.600,45.700,cm,"","",,,"",,,,"ln(BST) = -7.50751 + 1.8743 * ln(DBH)                                  and density = 0.420 g/cc",25,0.840,0.016928,0.130108
408,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSW,R,O,"Stem wood biomass",,,Mg,"DBH",15.700,46.900,cm,"","",,,"",,,,"ln(BSW) = -9.92848 + 2.4428 * ln(DBH)                                  and density = 0.332 g/cc",11,0.956,0.025832,0.160725
409,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSB,R,O,"Stem bark biomass",,,Mg,"DBH",15.700,46.900,cm,"","",,,"",,,,"ln(BSB) = -13.5028 + 3.1413 * ln(DBH)                                  and density = 0.525 g/cc",11,0.646,0.527803,0.726501
410,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BST,R,O,"Total stem biomass",,,Mg,"DBH",15.700,46.900,cm,"","",,,"",,,,"ln(BST) = -9.96814 + 2.5265 * ln(DBH)                                  and density = 0.351 g/cc",11,0.988,0.007984,0.089353
411,T,"PICO","Pinus contorta","Lodgepole Pine",BSW,R,O,"Stem wood biomass",,,Mg,"DBH",12.200,48.500,cm,"","",,,"",,,,"ln(BSW) = -9.24342 + 2.3438 * ln(DBH)                                  and density = 0.379 g/cc",30,0.957,0.033714,0.183614
412,T,"PICO","Pinus contorta","Lodgepole Pine",BSB,R,O,"Stem bark biomass",,,Mg,"DBH",12.200,48.500,cm,"","",,,"",,,,"ln(BSB) = -12.8027 + 2.0676 * ln(DBH)                                  and density = 0.410 g/cc",30,0.386,0.938632,0.968830
413,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,O,"Total stem biomass",,,Mg,"DBH",12.200,48.500,cm,"","",,,"",,,,"ln(BST) = -9.10508 + 2.3363 * ln(DBH)                                  and density = 0.383 g/cc",30,0.946,0.042348,0.205787
414,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSW,R,O,"Stem wood biomass",,,Mg,"DBH",17.000,66.800,cm,"","",,,"",,,,"ln(BSW) = -10.3914 + 2.6204 * ln(DBH)                                  and density = 0.347 g/cc",16,0.968,0.033321,0.182540
415,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSB,R,O,"Stem bark biomass",,,Mg,"DBH",17.000,66.800,cm,"","",,,"",,,,"ln(BSB) = -10.7927 + 2.2245 * ln(DBH)                                  and density = 0.470 g/cc",16,0.900,0.080364,0.283485
416,T,"PIEN","Picea engelmannii","Engelmann Spruce",BST,R,O,"Total stem biomass",,,Mg,"DBH",17.000,66.800,cm,"","",,,"",,,,"ln(BST) = -10.0725 + 2.5718 * ln(DBH)                                  and density = 0.359 g/cc",16,0.971,0.027806,0.166751
417,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,W,O,"Total live crown biomass",,,kg,"Diameter at breast height",60.000,160.000,cm,"","",,,"",,,,"ln(BCL) = 4.0068 + 0.0206 * DBH",32,0.730,0.140000,0.374200
418,T,"TSHE","Tsuga heterophylla","Western Hemlock",BCL,W,O,"Total live crown biomass",,,kg,"Diameter at breast height",30.000,110.000,cm,"","",,,"",,,,"ln(BCL) = 3.8886 + 0.0338 * DBH",29,0.820,0.130000,0.360600
419,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCD,W,O,"Total dead crown biomass",,,kg,"Diameter at breast height",60.000,160.000,cm,"","",,,"",,,,"ln(BCD) = -10.6294 + 3.2692 * ln(DBH)",32,0.790,0.250000,0.500000
420,T,"TSHE","Tsuga heterophylla","Western Hemlock",BCD,W,O,"Total dead crown biomass",,,kg,"Diameter at breast height",30.000,110.000,cm,"","",,,"",,,,"ln(BCD) = -5.4241 + 2.2577 * ln(DBH)",29,0.730,0.240000,0.489900
421,T,"ALRU","Alnus rubra","Red Alder",BCL,W,G,"Total live crown biomass",,,kg,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(BCL) = -4.5648 + 2.6232 * ln(DBH)",53,0.940,0.320200,0.565900
422,T,"ALRU","Alnus rubra","Red Alder",BBD,W,G,"Dead branch biomass (assume to incl. bark)",,,kg,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(BBD) = -7.6156 + 2.6243 * ln(DBH)",53,0.630,2.797600,1.672600
423,T,"ALRU","Alnus rubra","Red Alder",VSW,W,G,"Total bole volume (without bark)",,,m^3,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(VSW) = -8.8272 + 2.4999 * ln(DBH)",53,0.980,0.070800,0.266100
424,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BCL,W,G,"Total live crown biomass",,,kg,"Diameter at breast height",2.540,61.000,cm,"","",,,"",,,,"ln(BCL) = -3.7097 + 2.2699 * ln(DBH)",30,0.940,0.215400,0.464100
425,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BBD,W,G,"Dead branch biomass (assume to incl. bark)",,,kg,"Diameter at breast height",2.540,61.000,cm,"","",,,"",,,,"ln(BBD) = -5.1476 + 2.3038 * ln(DBH)",30,0.880,0.491700,0.701200
426,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",VSW,W,G,"Total bole volume (without bark)",,,m^3,"Diameter at breast height",2.540,61.000,cm,"","",,,"",,,,"ln(VSW) = -9.1304 + 2.5169 * ln(DBH)",30,0.990,0.031000,0.176100
427,T,"ACMA","Acer macrophyllum","Bigleaf Maple",BCL,W,G,"Total live crown biomass",,,kg,"Diameter at breast height",5.100,45.700,cm,"","",,,"",,,,"ln(BCL) = -2.8534 + 2.1505 * ln(DBH)",16,0.930,0.149500,0.386700
428,T,"ACMA","Acer macrophyllum","Bigleaf Maple",BBD,W,G,"Dead branch biomass (assume to incl. bark)",,,kg,"Diameter at breast height",5.100,45.700,cm,"","",,,"",,,,"ln(BBD) = -6.4918 + 2.5033 * ln(DBH)",16,0.780,0.713100,0.844500
429,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VSW,W,G,"Total bole volume (without bark)",,,m^3,"Diameter at breast height",5.100,45.700,cm,"","",,,"",,,,"ln(VSW) = -8.4397 + 2.3050 * ln(DBH)",16,0.970,0.553000,0.743600
430,T,"ARME","Arbutus menziesii","Pacific Madrone",BCL,W,G,"Total live crown biomass",,,kg,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(BCL) = -3.8941 + 2.4839 * ln(DBH)",31,0.890,0.541000,0.735500
431,T,"ARME","Arbutus menziesii","Pacific Madrone",BBD,W,G,"Dead branch biomass (assume to incl. bark)",,,kg,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(BBD) = -5.3224 + 2.2936 * ln(DBH)",31,0.880,0.493200,0.702300
432,T,"ARME","Arbutus menziesii","Pacific Madrone",VSW,W,G,"Total bole volume (without bark)",,,m^3,"Diameter at breast height",2.540,63.500,cm,"","",,,"",,,,"ln(VSW) = -8.5385 + 2.2969 * ln(DBH)",31,0.970,0.103600,0.321900
433,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",BCL,W,G,"Total live crown biomass",,,kg,"Diameter at breast height",2.540,66.000,cm,"","",,,"",,,,"ln(BCL) = -3.2304 + 2.2774 * ln(DBH)",31,0.940,0.208100,0.456200
434,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",BBD,W,G,"Dead branch biomass (assume to incl. bark)",,,kg,"Diameter at breast height",2.540,66.000,cm,"","",,,"",,,,"ln(BBD) = -5.1792 + 2.0374 * ln(DBH)",31,0.750,0.837500,0.915200
435,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VSW,W,G,"Total bole volume (without bark)",,,m^3,"Diameter at breast height",2.540,66.000,cm,"","",,,"",,,,"ln(BBD) = -9.1707 + 2.5010 * ln(DBH)",31,0.980,0.073800,0.271700
436,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSW,R,M,"Stem wood volume (including stump and top)",,,ft^3,"Diameter at breast height (DBH)",2.000,23.000,in,"Tree height (HT)","10.",110.000,ft,"",,,,"Log(VSW) =  -1.52198 +2.12327 * log(DBH) +0.0138002 * HT                                    -0.00561155 * log(DBH) * HT",362,,0.001947,0.044130
437,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSB,R,M,"Gross bark volume",,,ft^3,"Diameter at breast height (DBH)",2.000,23.000,in,"Tree height (HT)","10.",110.000,ft,"",,,,"Log(VSB) =  -2.70154 +1.65961 * log(DBH) +0.648249 * log(HT)                                +0.218658 * log(DBH) * log(HT)",362,,0.003602,0.060020
438,T,"PICO","Pinus contorta","Lodgepole Pine",VSW,R,M,"Stem wood volume (including stump and top)",,,ft^3,"Diameter at breast height (DBH)",2.000,18.000,in,"Tree height (HT)","20.",100.000,ft,"",,,,"Log(VSW) =  -0.2771 +0.963354 * log((pi*DBH^2)/4 * HT)",227,,0.002036,0.045120
439,T,"PICO","Pinus contorta","Lodgepole Pine",VSB,R,M,"Gross bark volume",,,ft^3,"Diameter at breast height (DBH)",2.000,18.000,in,"Tree height (HT)","20.",100.000,ft,"",,,,"Log(VSB) =  -2.88644 +0.817021 * log(DBH) +0.826817 * log(HT)                               +0.367366 * log(DBH) * log(HT)",227,,0.006262,0.079130
440,T,"LAOC","Larix occidentalis","Western Larch",VSW,R,M,"Stem wood volume (including stump and top)",,,ft^3,"Diameter at breast height (DBH)",2.000,21.000,in,"Tree height (HT)","20.",110.000,ft,"",,,,"Log(VSW) =  -0.342917 +0.948258 * log((pi*DBH^2)/4 * HT)",259,,0.001614,0.040180
441,T,"LAOC","Larix occidentalis","Western Larch",VSB,R,M,"Gross bark volume",,,ft^3,"Diameter at breast height (DBH)",2.000,21.000,in,"Tree height (HT)","20.",110.000,ft,"",,,,"Log(VSB) =  -3.28754 +2.00871 * log(DBH) +1.0194 * log(HT)",259,,0.003082,0.055520
442,T,"PSME","Pseudotsuga menziesii","Douglas Fir",VSW,R,M,"Stem wood volume (including stump and top)",,,ft^3,"Diameter at breast height (DBH)",2.000,22.000,in,"Tree height (HT)","10.",100.000,ft,"",,,,"Log(VSW) = -1.48037 +2.11615 * log(DBH) +0.0137202 * HT                                    -0.00563672 * log(DBH) * HT",361,,0.002067,0.045460
443,T,"PSME","Pseudotsuga menziesii","Douglas Fir",VSB,R,M,"Gross bark volume",,,ft^3,"Diameter at breast height (DBH)",2.000,22.000,in,"Tree height","10.",100.000,ft,"",,,,"Log(VSB) =  -2.84449 +1.36408 * log(DBH) +0.777852 * log(HT)                               +0.285834 * log(DBH) * log(HT)",361,,0.004132,0.064280
444,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,W,G,"Total aboveground biomass",,,kg,"DBH",2.500,162.000,cm,"Tree height (HT)","",,m,"",,,,"BAT = 1.054 + 0.02057 * (DBH^2*HT)",144,0.690,0.000238,0.015430
445,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,W,O,"Total foliage biomass",,,kg,"DBH",1.000,220.700,cm,"Tree height (HT)","",,m,"",,,,"BFT = 0.543 + 0.00082 * (DBH^2*HT)",171,0.800,0.000175,0.013230
446,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,W,G,"Live branch biomass",,,kg,"DBH",1.000,220.700,cm,"Tree height (HT)","",,m,"",,,,"BBL = 0.626 + 0.00079 * (DBH^2*HT)",171,0.770,0.000238,0.015430
447,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,W,G,"Stem wood biomass",,,kg,"DBH",2.500,162.000,cm,"Tree height (HT)","",,m,"",,,,"BSW = -0.001 + 0.01486 * (DBH^2*HT)",120,0.880,0.000019,0.004410
448,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,W,G,"Stem bark biomass",,,kg,"DBH",2.500,162.000,cm,"Height (HT)","",,m,"",,,,"BSB = -0.114 + 0.00410 * (DBH^2*HT)",120,0.680,0.000019,0.004410
449,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,W,G,"Total stem biomass",,,kg,"DBH",2.500,162.000,cm,"Height (HT)","",,m,"",,,,"BST = -0.115 + 0.01896 * (DBH^2*HT)",144,0.740,0.000078,0.008820
450,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BRT,W,G,"Biomass, roots, total",,,kg,"DBH",2.500,60.000,cm,"Height (HT)","",,m,"",,,,"BRT = 0.421 + 0.00362 * (DBH^2*HT)",13,0.990,0.000005,0.002200
451,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,W,G,"Total aboveground biomass",,,kg,"DBH",2.500,92.400,cm,"Height (HT)","",,m,"",,,,"BAT = 0.497 + 0.02113 * (DBH^2*HT)",47,0.880,0.000122,0.011023
452,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,W,G,"Total foliage biomass",,,kg,"DBH",0.200,118.000,cm,"Height (HT)","",,m,"",,,,"BFT = 0.113 + 0.00421 * (DBH^2*HT)",66,0.990,0.000311,0.017637
453,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,W,G,"Live branch biomass",,,kg,"DBH",0.200,118.000,cm,"Height (HT)","",,m,"",,,,"BBL = 0.047 + 0.00413 * (DBH^2*HT)",74,0.980,0.000175,0.013228
454,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,W,G,"Stem wood biomass",,,kg,"DBH",2.500,92.400,cm,"Height (HT)","",,m,"",,,,"BSW = 0.362 + 0.01145 * (DBH^2*HT)",37,0.980,0.000005,0.002205
455,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,W,G,"Stem bark biomass",,,kg,"DBH",2.500,92.400,cm,"Height (HT)","",,m,"",,,,"BSB = -0.025 + 0.00134 * (DBH^2*HT)",37,0.730,0.000005,0.002205
456,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,W,G,"Total stem biomass",,,kg,"DBH",2.500,92.400,cm,"Height (HT)","",,m,"",,,,"BST = 0.337 + 0.01279 * (DBH^2*HT)",47,0.970,0.000019,0.004409
457,T,"THPL","Thuja plicata","Western Redcedar",BAT,W,G,"Total above ground biomass",,,kg,"DBH",2.500,119.600,cm,"Height (HT)","",,m,"",,,,"BAT = 1.270 + 0.01501 * (DBH^2*HT)",26,0.900,0.000122,0.011020
458,T,"THPL","Thuja plicata","Western Redcedar",BFT,W,G,"Total foliage biomass",,,kg,"DBH",0.200,119.600,cm,"Height (HT)","",,m,"",,,,"BFT = 0.298 + 0.00365 * (DBH^2*HT)",47,0.990,0.000588,0.024250
459,T,"THPL","Thuja plicata","Western Redcedar",BBL,W,G,"Live branch biomass",,,kg,"DBH",0.200,119.600,cm,"Height (HT)","",,m,"",,,,"BBL = 0.199 + 0.00381 * (DBH^2*HT)",50,0.990,0.000175,0.013230
460,T,"THPL","Thuja plicata","Western Redcedar",BSW,W,G,"Stem wood biomass",,,kg,"DBH",2.500,119.600,cm,"Height (HT)","",,m,"",,,,"BFT = 0.452 + 0.00697 * (DBH^2*HT)",26,0.950,0.000019,0.004410
461,T,"THPL","Thuja plicata","Western Redcedar",BSB,W,G,"Stem bark biomass",,,kg,"DBH",2.500,119.600,cm,"Height (HT)","",,m,"",,,,"BSB =  0.336 + 0.00058 * (DBH^2*HT)",26,0.600,0.000005,0.002200
462,T,"THPL","Thuja plicata","Western Redcedar",BST,W,G,"Total stem biomass",,,kg,"DBH",2.500,119.600,cm,"Height (HT)","",,m,"",,,,"BST = 0.773 + 0.00755 * (DBH^2*HT)",26,0.930,0.000019,0.004410
463,T,"PISI","Picea sitchensis","Sitka Spruce",BFN,A,M,"New foliage biomass",,,kg,"Stem diameter at breast height",3.000,77.700,cm,"","",,,"",,,,"ln(BFN) = -7.752 + 2.323 * ln(DBH)",28,0.710,0.019600,0.140000
464,T,"PISI","Picea sitchensis","Sitka Spruce",BST,A,M,"Total stem biomass",,,kg,"Stem diameter at breast height",3.000,77.700,cm,"","",,,"",,,,"ln(BST) = -3.215 + 2.552 * ln(DBH)",21,0.970,0.002500,0.050000
465,T,"PISI","Picea sitchensis","Sitka Spruce",BFT,A,M,"Total foliage biomass",,,kg,"Stem diameter at breast height",3.000,77.700,cm,"","",,,"",,,,"ln(BFT) = -5.822 + 2.780 * ln(DBH)",28,0.810,0.016900,0.130000
