EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
411,T,"PICO","Pinus contorta","Lodgepole Pine",BSW,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",12.200,48.500,cm,,"",,,,,"",,,,"Stem wood biomass",,,g,4.572091000,2.343800000,,,"ln(BSW) =  4.572091 + 2.3438 * ln(DBH)"
412,T,"PICO","Pinus contorta","Lodgepole Pine",BSB,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",12.200,48.500,cm,,"",,,,,"",,,,"Stem bark biomass",,,g,1.012802000,2.067600000,,,"ln(BSB) = 1.012802 + 2.0676 * ln(DBH)"
413,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",12.200,48.500,cm,,"",,,,,"",,,,"Total stem biomass",,,g,4.710428000,2.336300000,,,"ln(BST) = 4.710428 + 2.3363 * ln(DBH)"
414,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSW,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",17.000,66.800,cm,,"",,,,,"",,,,"Stem wood biomass",,,g,3.424138000,2.620400000,,,"ln(BSW) =  3.424138 + 2.6204 * ln(DBH)"
415,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSB,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",17.000,66.800,cm,,"",,,,,"",,,,"Stem bark biomass",,,g,3.022829000,2.224500000,,,"ln(BSB) = 3.022829 + 2.2245 * ln(DBH)"
416,T,"PIEN","Picea engelmannii","Engelmann Spruce",BST,R,O,T,DBH,"Stem dia. @ breast ht. (1.37 m aboveground)",17.000,66.800,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.743060000,2.571800000,,,"ln(BST) = 3.74306 + 2.5718 * ln(DBH)"
417,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,W,O,T,DBH,"Diameter at breast height (at 1.37 m)",60.000,160.000,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,10.914555000,0.020600000,,,"ln(BCL) = 10.914555 + 0.0206 * DBH"
418,T,"TSHE","Tsuga heterophylla","Western Hemlock",BCL,W,O,T,DBH,"Diameter at breast height (at 1.37 m)",30.000,110.000,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,10.796355000,0.033800000,,,"ln(BCL) = 10.796355 + 0.0338 * DBH"
419,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCD,W,O,T,DBH,"Diameter at breast height (at 1.37 m)",60.000,160.000,cm,,"",,,,,"",,,,"Total dead crown biomass",,,g,-3.721645000,3.269200000,,,"ln(BCD) = -3.721645 + 3.2692 * ln(DBH)"
420,T,"TSHE","Tsuga heterophylla","Western Hemlock",BCD,W,O,T,DBH,"Diameter at breast height (at 1.37 m)",30.000,110.000,cm,,"",,,,,"",,,,"Total dead crown biomass",,,g,1.483655300,2.257700000,,,"ln(BCD) = 1.4836553 + 2.2577 * ln(DBH)"
421,T,"ALRU","Alnus rubra","Red Alder",BCL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,2.342955300,2.623200000,,,"ln(BCL) = 2.3429553 + 2.6232 * ln(DBH)"
422,T,"ALRU","Alnus rubra","Red Alder",BBD,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Dead branch biomass (assume to incl. bark)",,,g,-0.707845000,2.624300000,,,"ln(BBD) = -0.707845 + 2.6243 * ln(DBH)"
423,T,"ALRU","Alnus rubra","Red Alder",VSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Total bole volume (without bark)",,,cm^3,4.988310600,2.499900000,,,"ln(VSW) = 4.9883106 + 2.4999 * ln(DBH)"
424,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BCL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,61.000,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,3.198055300,2.269900000,,,"ln(BCL) = 3.1980553 + 2.2699 * ln(DBH)"
425,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BBD,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,61.000,cm,,"",,,,,"",,,,"Dead branch biomass (assume to incl. bark)",,,g,1.760155300,2.303800000,,,"ln(BBD) = 1.7601553 + 2.3038 * ln(DBH)"
426,T,"CACH","Castanopsis chrysophylla","Golden Chinkapin",VSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,61.000,cm,,"",,,,,"",,,,"Total bole volume (without bark)",,,cm^3,4.685110600,2.516900000,,,"ln(VSW) = 4.6851106 + 2.5169 * ln(DBH)"
427,T,"ACMA","Acer macrophyllum","Bigleaf Maple",BCL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",5.100,45.700,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,4.054355300,2.150500000,,,"ln(BCL) = 4.0543553 + 2.1505 * ln(DBH)"
428,T,"ACMA","Acer macrophyllum","Bigleaf Maple",BBD,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",5.100,45.700,cm,,"",,,,,"",,,,"Dead branch biomass (assume to incl. bark)",,,g,0.415955300,2.503300000,,,"ln(BBD) = 0.4159553 + 2.5033 * ln(DBH)"
429,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",5.100,45.700,cm,,"",,,,,"",,,,"Total bole volume (without bark)",,,cm^3,5.375810600,2.305000000,,,"ln(VSW) = 5.3758106 + 2.3050 * ln(DBH)"
430,T,"ARME","Arbutus menziesii","Pacific Madrone",BCL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,3.013655300,2.483900000,,,"ln(BCL) = 3.0136553 + 2.4839 * ln(DBH)"
431,T,"ARME","Arbutus menziesii","Pacific Madrone",BBD,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Dead branch biomass (assume to incl. bark)",,,g,1.585355300,2.293600000,,,"ln(BBD) = 1.5853553 + 2.2936 * ln(DBH)"
432,T,"ARME","Arbutus menziesii","Pacific Madrone",VSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,63.500,cm,,"",,,,,"",,,,"Total bole volume (without bark)",,,cm^3,5.277010600,2.296900000,,,"ln(VSW) = 5.2770106 + 2.2969 * ln(DBH)"
433,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",BCL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,66.000,cm,,"",,,,,"",,,,"Total live crown biomass",,,g,3.677355300,2.277400000,,,"ln(BCL) = 3.6773553 + 2.2774 * ln(DBH)"
434,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",BBD,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,66.000,cm,,"",,,,,"",,,,"Dead branch biomass (assume to incl. bark)",,,g,1.728555300,2.037400000,,,"ln(BBD) = 1.7285553 + 2.0374 * ln(DBH)"
435,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.540,66.000,cm,,"",,,,,"",,,,"Total bole volume (without bark)",,,cm^3,4.644810600,2.501000000,,,"ln(BBD) = 4.6448106 + 2.5010 * ln(DBH)"
436,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,58.420,cm,HT,"Tree height",304.800,3353.000,cm,,"",,,,"Stem wood volume (including stump and top)",,,cm3,2.070493600,2.123270000,0.000527294,-0.000184106,"Log(VSW)=2.0704936+2.12327*log(DBH)+(5.272943E-4)*HT-(1.841060E-4)                                                        *log(DBH)*HT"
437,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSB,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,58.420,cm,HT,"Tree height",304.800,3353.000,cm,,"",,,,"Gross bark volume",,,cm^3,0.247988700,1.335117100,0.559728700,0.218658000,"Log(VSB) = 0.2479887 +1.3351171 * log(DBH) +0.5597287 * log(HT)                            +0.218658 * log(DBH) * log(HT)"
438,T,"PICO","Pinus contorta","Lodgepole Pine",VSW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,45.720,cm,HT,"Tree height",609.600,3048.000,cm,,"",,,,"Stem wood volume (including stump and top)",,,cm^3,1.965310000,0.963354000,,,"Log(VSW) = 1.96531 +0.963354 * log((pi*DBH^2)/4 * HT)"
439,T,"PICO","Pinus contorta","Lodgepole Pine",VSB,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,45.720,cm,HT,"Tree height",609.600,3048.000,cm,,"",,,,"Gross bark volume",,,cm^3,0.228540500,0.271842400,0.678094500,0.367366000,"Log(VSB) = 0.2285405 +0.2718424 * log(DBH) +0.6780945 * log(HT)                            +0.367366 * log(DBH) * log(HT)"
440,T,"LAOC","Larix occidentalis","Western Larch",VSW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,53.340,cm,HT,"Tree height",609.600,3353.000,cm,,"",,,,"Stem wood volume (including stump and top)",,,cm^3,1.934118600,0.948258000,,,"Log(VSW) = 1.9341186 + 0.948258 * log((pi*DBH^2)/4 * HT)"
441,T,"LAOC","Larix occidentalis","Western Larch",VSB,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,53.340,cm,HT,"Tree height",609.600,3353.000,cm,,"",,,,"Gross bark volume",,,cm^3,-1.161501000,2.008710000,1.019400000,,"Log(VSB) = -1.161501 +2.00871 * log(DBH) +1.0194 * log(HT)"
442,T,"PSME","Pseudotsuga menziesii","Douglas Fir",VSW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,55.880,cm,HT,"Tree height",304.800,3048.000,cm,,"",,,,"Stem wood volume (including stump and top)",,,cm3,2.114986020,2.116150000,0.000525004,-0.000184932,"Log(VSW) = 2.11498602 +2.11615 * log(DBH) +5.250044E-4 * HT                                   -1.849318E-4 * log(DBH) * HT"
443,T,"PSME","Pseudotsuga menziesii","Douglas Fir",VSB,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",5.080,55.880,cm,HT,"Tree height",304.800,3048.000,cm,,"",,,,"Gross bark volume",,,cm^3,0.072704100,0.939896600,0.662136500,0.285834000,"Log(VSB) = 0.0727041 +0.9398966 * log(DBH) + 0.6621365 * log(HT)                          +0.285834 * log(DBH) * log(HT)"
444,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,162.000,cm,HT,"Tree height",,,cm,,"",,,,"Total aboveground biomass",,,g,1054.000000000,0.205700000,,,"BAT = 1054 + 0.2057 * (DBH^2*HT)"
445,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,W,O,T,DBH,"Diameter at breast height (at 1.37 m)",1.000,220.700,cm,HT,"Tree height",,,cm,,"",,,,"Total foliage biomass",,,g,543.000000000,0.008200000,,,"BFT = 543 + 0.0082 * (DBH^2*HT)"
446,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",1.000,220.700,cm,HT,"Tree height",,,cm,,"",,,,"Live branch biomass",,,g,626.000000000,0.007900000,,,"BBL = 626 + 0.0079 * (DBH^2*HT)"
447,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,162.000,cm,HT,"Tree height",,,cm,,"",,,,"Stem wood biomass",,,g,-1.000000000,0.148600000,,,"BSW = -1 + 0.1486 * (DBH^2*HT)"
448,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,162.000,cm,HT,"Height",,,cm,,"",,,,"Stem bark biomass",,,g,-114.000000000,0.041000000,,,"BSB = -114 + 0.041 * (DBH^2*HT)"
449,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,162.000,cm,HT,"Height",,,cm,,"",,,,"Total stem biomass",,,g,-115.000000000,0.189600000,,,"BST = -115 + 0.1896 * (DBH^2*HT)"
450,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BRT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,60.000,cm,HT,"Height",,,cm,,"",,,,"Biomass, roots, total",,,g,421.000000000,0.036200000,,,"BRT = 421 + 0.0362 * (DBH^2*HT)"
451,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,92.400,cm,HT,"Height",,,cm,,"",,,,"Total aboveground biomass",,,g,497.000000000,0.211300000,,,"BAT = 497 + 0.2113 * (DBH^2*HT)"
452,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",0.200,118.000,cm,HT,"Height",,,cm,,"",,,,"Total foliage biomass",,,g,113.000000000,0.042100000,,,"BFT = 113 + 0.0421 * (DBH^2*HT)"
453,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",0.200,118.000,cm,HT,"Height",,,cm,,"",,,,"Live branch biomass",,,g,47.000000000,0.041300000,,,"BBL = 47 + 0.0413 * (DBH^2*HT)"
454,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,92.400,cm,HT,"Height",,,cm,,"",,,,"Stem wood biomass",,,g,362.000000000,0.114500000,,,"BSW = 362 + 0.1145 * (DBH^2*HT)"
455,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,92.400,cm,HT,"Height",,,cm,,"",,,,"Stem bark biomass",,,g,-25.000000000,0.013400000,,,"BSB = -25 + 0.0134 * (DBH^2*HT)"
456,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,92.400,cm,HT,"Height",,,cm,,"",,,,"Total stem biomass",,,g,337.000000000,0.127900000,,,"BST = 337 + 0.1279 * (DBH^2*HT)"
457,T,"THPL","Thuja plicata","Western Redcedar",BAT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,119.600,cm,HT,"Height",,,cm,,"",,,,"Total aboveground biomass",,,g,1270.000000000,0.150100000,,,"BAT = 1270 + 0.1501 * (DBH^2*HT)"
458,T,"THPL","Thuja plicata","Western Redcedar",BFT,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",0.200,119.600,cm,HT,"Height",,,cm,,"",,,,"Total foliage biomass",,,g,298.000000000,0.036500000,,,"BFT = 298 + 0.0365 * (DBH^2*HT)"
459,T,"THPL","Thuja plicata","Western Redcedar",BBL,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",0.200,119.600,cm,HT,"Height",,,cm,,"",,,,"Live branch biomass",,,g,199.000000000,0.038100000,,,"BBL = 199 + 0.0381 * (DBH^2*HT)"
460,T,"THPL","Thuja plicata","Western Redcedar",BSW,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,119.600,cm,HT,"Height",,,cm,,"",,,,"Stem wood biomass",,,g,452.000000000,0.069700000,,,"BSW = 452 + 0.0697 * (DBH^2*HT)"
461,T,"THPL","Thuja plicata","Western Redcedar",BSB,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,119.600,cm,HT,"Height",,,cm,,"",,,,"Stem bark biomass",,,g,336.000000000,0.005800000,,,"BSB = 336 + 0.0058 * (DBH^2*HT)"
462,T,"THPL","Thuja plicata","Western Redcedar",BST,W,G,T,DBH,"Diameter at breast height (at 1.37 m)",2.500,119.600,cm,HT,"Height",,,cm,,"",,,,"Total stem biomass",,,g,773.000000000,0.075500000,,,"BST = 773 + 0.0755 * (DBH^2*HT)"
463,T,"PISI","Picea sitchensis","Sitka Spruce",BFN,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"New foliage biomass",,,g,-0.844245000,2.323000000,,,"ln(BFN) = -0.844245 +2.323 * ln(DBH)"
464,T,"PISI","Picea sitchensis","Sitka Spruce",BST,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.692755300,2.552000000,,,"ln(BST) = 3.6927553 +2.552 * ln(DBH)"
465,T,"PISI","Picea sitchensis","Sitka Spruce",BFT,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.085755300,2.780000000,,,"ln(BFT) = 1.0857553 + 2.78 * ln(DBH)"
466,T,"PISI","Picea sitchensis","Sitka Spruce",BBL,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"Live branch biomass",,,g,1.718655300,2.518000000,,,"ln(BBL) = 1.7186553 + 2.518 * ln(DBH)"
467,T,"PISI","Picea sitchensis","Sitka Spruce",BCL,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"Live crown biomass",,,g,2.115755300,2.647000000,,,"ln(BCL) = 2.1157553 + 2.647 * ln(DBH)"
468,T,"PISI","Picea sitchensis","Sitka Spruce",PFT,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,,"",,,,,"",,,,"Total foliage projected area",,,cm^2,6.390340000,2.336000000,,,"ln(PFT) = 6.39034 + 2.336 * ln(DBH)"
469,T,"PISI","Picea sitchensis","Sitka Spruce",BFN,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,SAP,"Sapwood radial thickness @ breast ht.",0.600,3.800,cm,,"",,,,"New foliage biomass",,,g,4.682755300,0.056000000,0.725000000,,"ln(BFN) = 4.6827553 + 0.056 * DBH + 0.725 * ln(SAP)"
470,T,"PISI","Picea sitchensis","Sitka Spruce",BFT,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,SAP,"Sapwood radial thickness @ breast ht.",0.600,3.800,cm,,"",,,,"Total foliage biomass",,,g,5.388755300,0.035200000,1.022000000,0.773000000,"ln(BFT) = 5.3887553 + 0.0352*DBH + 1.022*ln(DBH) + 0.773*ln(SAP)"
471,T,"PISI","Picea sitchensis","Sitka Spruce",BBL,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,SAP,"Sapwood radial thickness @ breast ht.",0.600,3.800,cm,,"",,,,"Live branch biomass",,,g,3.313755300,1.907000000,0.782000000,,"ln(BBL) = 3.3137553 + 1.907 * ln(DBH) + 0.782 * ln(SAP)"
472,T,"PISI","Picea sitchensis","Sitka Spruce",BCL,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,SAP,"Sapwood radial thickness @ breast ht.",0.600,3.800,cm,,"",,,,"Live crown biomass",,,g,4.001755300,1.945000000,0.823000000,,"ln(BCL) = 4.0017553 + 1.945 * ln(DBH) + 0.823 * ln(SAP)"
473,T,"PISI","Picea sitchensis","Sitka Spruce",PFT,A,M,T,DBH,"Stem diameter at breast height",3.000,77.700,cm,SAP,"Sapwood radial thickness @ breast ht.",0.600,3.800,cm,,"",,,,"Total foliage projected area",,,cm^2,6.643340000,1.954000000,0.324000000,0.394000000,"ln(PFT) =  6.64334 +1.954*ln(DBH) +0.324*SAP +0.394*ln(SAP)"
474,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",7.620,58.420,cm,HT,"Height",609.600,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 5.08 cm)",,,cm^3,5.280779000,-3.184806000,-0.296782000,0.733094000,"Log(VQW) = 5.280779 -3.184806*log(DBH) -0.296782*log(HT)                                 +0.733094*log(DBH)*log(HT)"
475,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.160,58.420,cm,HT,"Height",609.600,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 7.62 cm)",,,cm^3,6.071338000,-3.260987000,-0.283281000,0.699746000,"Log(VQW) = 6.071338 -3.260987*log(DBH) -0.283281*log(HT)                                 +0.699746*log(DBH)*log(HT)"
476,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",12.700,58.420,cm,HT,"Height",914.400,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 10.16 cm)",,,cm^3,6.514286000,-3.013021000,-0.239136000,0.590700000,"Log(VQW) = 6.514286 -3.013021*log(DBH) -0.239136*log(HT)                                 +0.5907*log(DBH)*log(HT)"
477,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",15.240,58.420,cm,HT,"Height",914.400,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 12.7 cm)",,,cm^3,6.964328000,-3.083365000,-0.238771000,0.589800000,"Log(VQW) = 6.964328 -3.083365*log(DBH) -0.238771*log(HT)                                 +0.5898*log(DBH)*log(HT)"
478,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",17.780,58.420,cm,HT,"Height",1219.000,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 15.24 cm)",,,cm^3,7.777844000,-3.754494000,-0.291369000,0.719723000,"Log(VQW) = 7.777844 -3.754494*log(DBH) -0.291369*log(HT)                                 +0.719723*log(DBH)*log(HT)"
479,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",22.860,58.420,cm,HT,"Height",1219.000,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 17.78 cm)",,,cm^3,8.467597000,-4.249667000,-0.324187000,0.800789000,"Log(VQW) = 8.467597 -4.249667*log(DBH) -0.324187*log(HT)                                 +0.800789*log(DBH)*log(HT)"
480,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",22.860,58.420,cm,HT,"Height",1524.000,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 20.32 cm)",,,cm^3,8.885753000,-4.548643000,-0.350524000,0.865846000,"Log(VQW) = 8.885753 -4.548643*log(DBH) -0.350524*log(HT)                                 +0.865846*log(DBH)*log(HT)"
481,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",7.620,45.720,cm,HT,"Height",609.600,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 5.08 cm)",,,cm^3,5.607288000,-3.757037000,-0.351202000,0.867520000,"Log(VQW) = 5.607288 -3.757037*log(DBH) -0.351202*log(HT)                                 +0.86752*log(DBH)*log(HT)"
482,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.160,45.720,cm,HT,"Height",914.400,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 7.62 cm)",,,cm^3,6.307242000,-3.653150000,-0.315595000,0.779565000,"Log(VQW) = 6.307242 -3.65315*log(DBH) -0.315595*log(HT)                                  +0.779565*log(DBH)*log(HT)"
483,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",12.700,45.720,cm,HT,"Height",914.400,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 10.16 cm)",,,cm^3,6.763021000,-3.582868000,-0.300078000,0.741235000,"Log(VQW) = 6.763021 -3.582868*log(DBH) -0.300078*log(HT)                                 +0.741235*log(DBH)*log(HT)"
484,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",15.240,45.720,cm,HT,"Height",1219.000,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 12.7 cm)",,,cm^3,7.198741000,-3.596816000,-0.291880000,0.720985000,"Log(VQW) = 7.198741 -3.596816*log(DBH) -0.29188*log(HT)                                  +0.720985*log(DBH)*log(HT)"
485,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",17.780,45.720,cm,HT,"Height",1524.000,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 15.24 cm)",,,cm^3,8.010218000,-4.174033000,-0.328024000,0.810267000,"Log(VQW) = 8.010218 -4.174033*log(DBH) -0.328024*log(HT)                                 +0.810267*log(DBH)*log(HT)"
486,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",20.320,45.720,cm,HT,"Height",1524.000,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 17.78 cm)",,,cm^3,8.778399000,-4.851522000,-0.382035000,0.943681000,"Log(VQW) = 8.778399 -4.851522*log(DBH) -0.382035*log(HT)                                 +0.943681*log(DBH)*log(HT)"
487,T,"PICO","Pinus contorta","Lodgepole Pine",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",22.860,45.720,cm,HT,"Height",1524.000,3048.000,cm,,"",,,,"Wood top volume (min. top dia. 20.32 cm)",,,cm^3,9.122937000,-4.845936000,-0.366609000,0.905578000,"Log(VQW) = 9.122937 -4.845936*log(DBH) -0.366609*log(HT)                                 +0.905578*log(DBH)*log(HT)"
488,T,"LAOC","Larix occidentalis","Western Larch",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",7.620,45.720,cm,HT,"Height",609.600,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 5.08 cm)",,,cm^3,5.834641000,-3.954657000,-0.364678000,0.900808000,"Log(VQW) = 5.834641 - 3.954657*log(DBH) - 0.364678*log(HT)                                 + 0.900808*log(DBH)*log(HT)"
489,T,"LAOC","Larix occidentalis","Western Larch",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.160,53.340,cm,HT,"Height",914.400,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 7.62 cm)",,,cm^3,6.868348000,-4.548491000,-0.407855000,1.007460000,"Log(VQW) = 6.868348 -4.548491*log(DBH) -0.407855*log(HT)                                 +1.00746*log(DBH)*log(HT)"
490,T,"LAOC","Larix occidentalis","Western Larch",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",12.700,53.340,cm,HT,"Height",1219.000,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 10.16 cm)",,,cm^3,7.652200000,-4.930371000,-0.429760000,1.061570000,"Log(VQW) = 7.6522 -4.930371*log(DBH) -0.42976*log(HT)                                    +1.06157*log(DBH)*log(HT)"
491,T,"LAOC","Larix occidentalis","Western Larch",VQW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",15.240,53.340,cm,HT,"Height",1219.000,3353.000,cm,,"",,,,"Wood top volume (min. top dia. 12.7 cm)",,,cm^3,8.176859000,-4.960900000,-0.414085000,1.022850000,"Log(VQW) = 8.176859 -4.9609*log(DBH) -0.414085*log(HT)                                   +1.02285*log(DBH)*log(HT)"
